Cafe names,copy pasted,Latitude,Longitude,Image URL,Café URL,Reviews Count
La Casita Coffee,La Casita Coffee,32.8660159,-96.7643565,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noSXCp0ZRGfN-HicZkEqkBO8BBuzgXhBavF-Sbr3CyWea5cUZTHBFHnb3B6CE1Zw7lavkeKAz0mjz4GgidsNjWzj2BKozB2KCdZcKce0FbmPqut0IYfp1Jpcv2cl1b7O2dQAeJdDg=w408-h306-k-no,https://www.google.com/maps/search/?api=1&query=La%20Casita%20Coffee&query_place_id=ChIJ25CJs9afToYRIZvjUTtbUzo,445
La Reunion,La Reunion,32.7467062,-96.8284347,https://lh3.googleusercontent.com/p/AF1QipMoDFVk1OzULpIBVBS-GdoL1ieElWb7TEO8VtjR=w427-h240-k-no,https://www.google.com/maps/search/?api=1&query=La%20Reunion&query_place_id=ChIJc-3kskKZToYR-HQN_3Vve6o,476
La Souq,La Souq,32.9500995,-96.7332606,https://lh3.googleusercontent.com/p/AF1QipOEcqVGhd-H4eta1R-LuntPE-gAYa5O75FOczfH=w408-h272-k-no,https://www.google.com/maps/search/?api=1&query=La%20Souq&query_place_id=ChIJA3Ws5X0fTIYRS0ym1WwKZgY,204
LDU Coffee To Go,LDU Coffee To Go,32.7989141,-96.8033682,https://lh3.googleusercontent.com/p/AF1QipNPLh8miWHwOkw1DPVloePMOFIzmdUebE34ywju=w408-h305-k-no,https://www.google.com/maps/search/?api=1&query=LDU%20Coffee%20To%20Go&query_place_id=ChIJ466DsNuZToYRADe_fJEVC4s,12
Lemmon Drop Coffee Shop Dallas,Lemmon Drop Coffee Shop Dallas,32.8121303,-96.7837049,https://lh3.googleusercontent.com/p/AF1QipNNhEt1Eqbd6qc2-fBofOKnlhh_ZpTwByEi1ad5=w408-h503-k-no,https://www.google.com/maps/search/?api=1&query=Lemmon%20Drop%20Coffee%20Shop%20Dallas&query_place_id=ChIJiQhrH-KfToYRRVPNKuf6Ths,27
Liberation Coffee Co.,Liberation Coffee Co.,32.886321,-96.9610612,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noCoB8Fym0J4UfG5XvpafcVO1LDG4uapWMTcUzbYcTORuKgh8zbTNGG8TVvM9BFptjuNi5e4C-5qtWr6MEgoShWCi59spd2lqhQhmRiLBv4SbcJsXIyaIRrH8NSq8f3cZLapNMw=w408-h407-k-no,https://www.google.com/maps/search/?api=1&query=Liberation%20Coffee%20Co.&query_place_id=ChIJDX4aMCspTIYR7fYLzhQxYrs,18
Local Jonny's,Local Jonny's,32.9548048,-96.81222,https://lh3.googleusercontent.com/gps-cs-s/AC9h4no2eEu1EpW0i0l_aBVO5I0aasZ2FRwa6vtQYyqbeZD_XJUhH6vp8Euk6tXp1ejsp6sDR0MtcqaWJu0vtUQBSnlI1ubRUp0QUvfCuR_uFuCB-G7sQ1KoDlyLzXZ_rob3Dmf4zCODdw=w408-h306-k-no,https://www.google.com/maps/search/?api=1&query=Local%20Jonny's&query_place_id=ChIJQ8zKKukhTIYRYrLRUm6tDDQ,143
Magic Cup,Magic Cup,32.958639,-96.683123,https://lh3.googleusercontent.com/p/AF1QipN52XiXmYeGjX0DlySHJeMP1e5Gj6b49X9qfMpx=w408-h263-k-no,https://www.google.com/maps/search/?api=1&query=Magic%20Cup&query_place_id=ChIJwd2E8pIeTIYRuxaH_3rZjjU,1247
Magnolias Sous Le Pont,Magnolias Sous Le Pont,32.7933618,-96.8077473,https://lh3.googleusercontent.com/p/AF1QipNyBigCgSdb4AVy0m3rFR58NadVM9oDAVhzraOf=w408-h272-k-no,https://www.google.com/maps/search/?api=1&query=Magnolias%20Sous%20Le%20Pont&query_place_id=ChIJiWgErzCZToYRHTH2Is7OA50,760
Merit Coffee,Merit Coffee,32.8203903,-96.8020312,https://lh3.googleusercontent.com/p/AF1QipNzfP9gwp1fuiTsAqUwN4wilBZRsE_ylJ8OYD1h=w408-h544-k-no,https://www.google.com/maps/search/?api=1&query=Merit%20Coffee&query_place_id=ChIJUdl46zCfToYRcdX9CA1134I,239
momo's coffeehouse,momo's coffeehouse,33.1313691,-96.8268513,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrSubY6nyA6kbr1UTqFqhDFuyZXRci6SQ1UBdu-CLE0YMl2JsLSwsyKAsLZ-rYFWlUq8Rn5wqNBGmPMkYMMx5C9jrmprRWcMExnCl9EuAZi07_R7QzRnnC0o5yWE5IbMf32vKi3jQ=w426-h240-k-no,https://www.google.com/maps/search/?api=1&query=momo's%20coffeehouse&query_place_id=ChIJS_cDcwA9TIYRLgyk6eRgYgo,147
Mudleaf Coffee,Mudleaf Coffee,33.0406858,-96.7508582,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqbsNVqsvLqrfuKFAHT2ZSdlFcJDGoJqJGRi-o7ovl8uqe6iqH2UjCCZH6y35-0txofTf12baLM414LODzxDALRCtrGkqzEKMSm8LujIJQT221_b3H0gau6-Mk7X1cveYWTUURf=w408-h304-k-no,https://www.google.com/maps/search/?api=1&query=Mudleaf%20Coffee&query_place_id=ChIJ0T7tZEEjTIYReYAqY_YPL20,828
Muse Cafe,Muse Cafe,32.9503754,-96.767319,https://lh3.googleusercontent.com/p/AF1QipMLeW9qXAMl7k4LDHC-hGHCpCc-tAmMJVULlBrL=w408-h272-k-no,https://www.google.com/maps/search/?api=1&query=Muse%20Cafe&query_place_id=ChIJd1hWv_ghTIYRdyRpbQz2EFA,56
NATIVE COFFEE CO.,NATIVE COFFEE CO.,32.933386,-96.8356212,https://lh3.googleusercontent.com/p/AF1QipOHbKZuAahCOVaXpd4kX1BPGIJRBFkkoCsMaawJ=w408-h242-k-no,https://www.google.com/maps/search/?api=1&query=NATIVE%20COFFEE%20CO.&query_place_id=ChIJj9eu3BAnTIYRgAue1SYcgJo,697
Okaeri Cafe,Okaeri Cafe,32.9512371,-96.7286559,https://lh3.googleusercontent.com/p/AF1QipO_ojV_IQeIZWnjreAbtgRXq9eE08YmYacYvBir=w408-h299-k-no,https://www.google.com/maps/search/?api=1&query=Okaeri%20Cafe&query_place_id=ChIJI1ebiBofTIYRDqpxfHg75-s,521
Opening Bell Coffee,Opening Bell Coffee,32.7673584,-96.796026,https://lh3.googleusercontent.com/p/AF1QipMXW2VyIaNWiUgB0STkbsHRsS0ImpJXqjEAfUrK=w408-h475-k-no,https://www.google.com/maps/search/?api=1&query=Opening%20Bell%20Coffee&query_place_id=ChIJvU3NtgOZToYR8ZYThgxT_lw,706
Palmieri Cafe,Palmieri Cafe,32.7475677,-96.8284838,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npHZvQty7r6THWzrmyU-oT0qBQv00EKvNnNB2nRBgSb5x1uw6KV3dURWqYjaor52v_DG20RJwznltf01dMweP_UnQLEnhrwKWrI4G7yxW0WY-olCQisPAWp0snR69WwrUANd4dY=w408-h307-k-no,https://www.google.com/maps/search/?api=1&query=Palmieri%20Cafe&query_place_id=ChIJC_kjmBGZToYR8hZR_iI0FZU,139
Pandacorn Cafe,Pandacorn Cafe,32.8106643,-96.8111128,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrCcW1uiLnoL1I4lMg6tVsx1OX_pg1gXDdbE6BeX6sxinIJulTm1I0jLm9UDB_UZBJyxp8YvmttuPM7AoQmPOgTWAv-bAQZBb7ImLkMYuA_L02JPo4U0HME8FsQ8hilzBz7MMdXxA=w408-h291-k-no,https://www.google.com/maps/search/?api=1&query=Pandacorn%20Cafe&query_place_id=ChIJt_OoATqfToYRW21lxp8wP70,120
Pax & Beneficia Coffee - Grapevine,Pax & Beneficia Coffee - Grapevine,32.9722945,-97.0325034,https://lh3.googleusercontent.com/p/AF1QipMQ8KTuzofI6SvjVoDe6c_cQfwJbTRXjHukY5B8=w408-h326-k-no,https://www.google.com/maps/search/?api=1&query=Pax%20%26%20Beneficia%20Coffee%20-%20Grapevine&query_place_id=ChIJK8Ala6QtTIYRxrASwKokTio,379
Pax & Beneficia Coffee - Plano,Pax & Beneficia Coffee - Plano,33.0081734,-96.7170983,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrXV7W3VKxPfT4iq5VGMvKjwl_dCh0KzmGAlfqV70fjMx9Rbbd4y-oBYsf5h_a0-75lx06tOF4eAituAPrDobPxSWc1W2tuyNRWBjyoe36p2u-zXcyRqm9GzRndVkoiln6li4zr=w408-h306-k-no,https://www.google.com/maps/search/?api=1&query=Pax%20%26%20Beneficia%20Coffee%20-%20Plano&query_place_id=ChIJPz3g0mUZTIYRw7T1L_b-2Y4,288
Peace Middle East cafe,Peace Middle East cafe,32.9767578,-96.7396041,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq9Ovu-1B86TKVTX2Gb1jUNv0kbs7YYt6ILf1ItwNrwmtrrtZMsJrti1fqLpVSkR_-emQdNTAeTsGyqtCqT5pMHjvIAW-un8yScIVMkW06sx-r9mLhoso6VjBRb6UQU_cD0mQ=w408-h306-k-no,https://www.google.com/maps/search/?api=1&query=Peace%20Middle%20East%20cafe&query_place_id=ChIJaW2RuV4fTIYRriIXk9QUK80,1315
Peridot coffee,Peridot coffee,32.8952011,-96.9028402,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqhyj71U8nKpPy22stLYQS2YBcFmGJJA1jg037TpJ_qdeX8qRfyCTcJ_HQJJnrex85ul162Z0I8vNDYEkNEh6ingcHj3sQHFufUsqbPzzXntQVMTxiN2_bmV14Q-I59L00cNlU=w408-h306-k-no,https://www.google.com/maps/search/?api=1&query=Peridot%20coffee&query_place_id=ChIJRS7XjfMnTIYRdwCJxFApUCU,474
Pink Coffee,Pink Coffee,32.9289815,-96.6633818,https://lh3.googleusercontent.com/p/AF1QipNCToOjUFhsE1DxpHGdezX8zcrjiXhx5OSWQKP6=w427-h240-k-no,https://www.google.com/maps/search/?api=1&query=Pink%20Coffee&query_place_id=ChIJ8We9fKQdTIYR4WIu4YiWmVY,619
Pinkies Coffee + Cocktails,Pinkies Coffee + Cocktails,32.8103018,-96.8100105,https://lh3.googleusercontent.com/p/AF1QipN5W3BXAm9Tmss8smihRKxxgJsLbL69aaGvR3bg=w408-h544-k-no,https://www.google.com/maps/search/?api=1&query=Pinkies%20Coffee%20%2B%20Cocktails&query_place_id=ChIJ02SceXOfToYRBiWgf7n0my4,28
Preston's Cafe,Preston's Cafe,33.0215075,-96.6996337,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrY1o7WeXX_tQ-LDVHEsuQ5LybZpu_ONsjz3dghr-Hbn0xYfWod2Rrg3kmGdHQzp783NWGjbhvWJN4eu6Wr60NdnHqkrooN01-r4yNumbCorIrtJIx4JOfeBkqD5XsUfe2xGnuy_g=w408-h544-k-no,https://www.google.com/maps/search/?api=1&query=Preston's%20Cafe&query_place_id=ChIJt7cHHtEZTIYRFDg5BD3DAoc,348
PUER TEA AND COFFEE,PUER TEA AND COFFEE,32.97599,-96.69931,https://lh3.googleusercontent.com/p/AF1QipN3OSIP4-4At6mJDAM1Su8KVKVRLx3BxG8jBmv_=w408-h254-k-no,https://www.google.com/maps/search/?api=1&query=PUER%20TEA%20AND%20COFFEE&query_place_id=ChIJbXMLHVQfTIYR-NjDEUYP3W4,158
Pull Through Coffee Bar,Pull Through Coffee Bar,32.8547641,-96.7315981,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqp2id9d8LEi3gGqwVyLzuki5Ce0Ixk76WiZqpeHTDOA4LhUhthVts7JocwOGTSHFSAn4RXapEqMQdXrPpyZs9d2vmGf_5nZcZnLzGrLwSozurRPZVzFBefo1hJ03lk7LN0w88s=w408-h544-k-no,https://www.google.com/maps/search/?api=1&query=Pull%20Through%20Coffee%20Bar&query_place_id=ChIJicQyBC-hToYRpWXo7yJJHGQ,81
Ralph & Rose,Ralph & Rose,32.9005478,-96.7750951,https://lh3.googleusercontent.com/p/AF1QipMLdStpXu-aUf6WpIPLU8CSh2XIXnlShuScHkCB=w408-h271-k-no,https://www.google.com/maps/search/?api=1&query=Ralph%20%26%20Rose&query_place_id=ChIJi0VwN5chTIYRQCMaEZd1LH0,77
Sayfani Yemeni Coffee House,Sayfani Yemeni Coffee House,33.100264,-96.6951532,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqooA6KF6BCKkgx0xEtNpK3MA1dnrS25I7Uf5Q4rjPbwhmFr-tRxbIO6y4YctB5mAEHgDEEPkFx5QVfK1GnJrhW5S-OjrWgA_yF2NLoODDMHeHcK1ONEr-ORnwefWzb5HWeiqc=w408-h306-k-no,https://www.google.com/maps/search/?api=1&query=Sayfani%20Yemeni%20Coffee%20House&query_place_id=ChIJEX75z7YXTIYRx_eFlQ90YDs,588
Shibam Coffee,Shibam Coffee,32.9393486,-96.7342902,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noNRoNMGuodfLCRwTpUequI2TgmbEryLYlPoY0MnQT6irISzSh4uLbbVB0Wk2D9wF9maHI9X8Q_B7a5hchF7Reolb3XZ--lH2mRxs56c09FiteZcttlj-Aqsyd8x1UjscYCkWv9tQ=w408-h408-k-no,https://www.google.com/maps/search/?api=1&query=Shibam%20Coffee&query_place_id=ChIJMybidgkfTIYRj-gonA1QPRU,252
Sip Stir Coffee House,Sip Stir Coffee House,32.8091548,-96.7951543,https://lh3.googleusercontent.com/p/AF1QipPZVlZmD-g57XlcB-v06g1DYkgwUSUfl2u3nbF4=w408-h305-k-no,https://www.google.com/maps/search/?api=1&query=Sip%20Stir%20Coffee%20House&query_place_id=ChIJY1cnsC2ZToYRcJbS57Ry6AA,628
Smiley Cup,Smiley Cup,33.0000551,-96.6449624,https://lh3.googleusercontent.com/p/AF1QipPak2OvFDg5wRc38jtx2usprAmm93o-5MjKEopo=w408-h652-k-no,https://www.google.com/maps/search/?api=1&query=Smiley%20Cup&query_place_id=ChIJkRvJB_MbTIYRoVQ7PghcEw8,273
Staycation Coffee,Staycation Coffee,32.9481068,-96.7321097,https://lh3.googleusercontent.com/p/AF1QipNmmMx5sP1qHW730kz50d9eZbRzUn53U_J2zrwD=w408-h408-k-no,https://www.google.com/maps/search/?api=1&query=Staycation%20Coffee&query_place_id=ChIJU8YRFbEfTIYR14pccupUu4U,376
Sucre Cafe,Sucre Cafe,33.057553,-96.689159,https://lh3.googleusercontent.com/p/AF1QipMRhs-cIQFKZ2KfGd7W-I8hxydBtiUT6ObV2_y1=w426-h240-k-no,https://www.google.com/maps/search/?api=1&query=Sucre%20Cafe&query_place_id=ChIJrz77mcAZTIYR9V1XRESbcKo,509
Sugar & Sage Bakery,Sugar & Sage Bakery,32.8514415,-96.8092674,https://lh3.googleusercontent.com/p/AF1QipM8P85ARBY-hmAbLcJiQTTbt8aVgDpzn8V-fx-y=w408-h272-k-no,https://www.google.com/maps/search/?api=1&query=Sugar%20%26%20Sage%20Bakery&query_place_id=ChIJsQcBNG2fToYRB_DeHV3hbGM,352
Summer Moon Coffee,Summer Moon Coffee,32.8642594,-96.8358021,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noM5ciSORHi6zxYCImTlNt6aTJ0iozf6fjn86zk2CpPoMUb_J_8QNIwbX-79TakHgNg7u2iVuOCTKF4ivuXcwcCl_Ar3yOR2YY6BkRrKbEnlHMYiUGDhLm3ccByMKy7u1DUYiZXCw=w408-h544-k-no,https://www.google.com/maps/search/?api=1&query=Summer%20Moon%20Coffee&query_place_id=ChIJmcWK-n2dToYRWG_vvRWsrLw,260
Sweet Hut Bakery & Cafe,Sweet Hut Bakery & Cafe,33.029849,-96.7711928,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrFDZUR4npWRbp0NncBtgoI2-ZTKXEC0svxOs4_2d7UkeY1GOWX9qh_TsYE-7ViZfcIHGMLeRS03PTFvpvSwgAMoG01vjt6qgSlUFd_E7V6DNhh_lWwaXyYhbqeTaa54XalojwkDA=w408-h306-k-no,https://www.google.com/maps/search/?api=1&query=Sweet%20Hut%20Bakery%20%26%20Cafe&query_place_id=ChIJXS2Q-18iTIYR6eup3wwJxAc,1240
Sweetwaters Coffee & Tea,Sweetwaters Coffee & Tea,33.0019426,-96.6876668,https://lh3.googleusercontent.com/p/AF1QipNkOD5RDo9yO1sIatkdtH0Rt5Fiifu-MTsmlLo=w426-h240-k-no,https://www.google.com/maps/search/?api=1&query=Sweetwaters%20Coffee%20%26%20Tea&query_place_id=ChIJmbHXmfwZTIYRd86CKIFGzhw,334
TeaLatte Bar,TeaLatte Bar,32.9791133,-96.7712675,https://lh3.googleusercontent.com/p/AF1QipPSbhSd55rQa_Fz5bXpOxH40_fpy-qauTnQHRlk=w408-h544-k-no,https://www.google.com/maps/search/?api=1&query=TeaLatte%20Bar&query_place_id=ChIJV6RutaUhTIYRC0mR2xyjGp8,165
The Aussie Grind,The Aussie Grind,33.1114396,-96.8051132,https://lh3.googleusercontent.com/p/AF1QipNzWlotZESx-T_IS8R2C9o7meIr785M_xHzFgRm=w486-h240-k-no,https://www.google.com/maps/search/?api=1&query=The%20Aussie%20Grind&query_place_id=ChIJ-41CeUk9TIYRMAnITFZOC20,1391
The Nest Cafe,The Nest Cafe,33.106247,-96.8183445,https://lh3.googleusercontent.com/p/AF1QipP1ZQafCyRl-XxJodEKtuQ7vwwGlV8rVktDZ713=w408-h544-k-no,https://www.google.com/maps/search/?api=1&query=The%20Nest%20Cafe&query_place_id=ChIJ13jK-Y08TIYRVfsALl1OhsM,1191
The Wild Detectives,The Wild Detectives,32.7478889,-96.8272483,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqRqLCghEKqQCXLwA4njKIOuuTnDh4X2a8QJsKYrYe68w0nXimL3C18fs1GfYEdMxH-NP1arNxbBFinFzd8S_Z7NOc0rr1OIOHQ8odcwOxoXavGP503TCwOdR5ss7mRALkb7B06=w408-h544-k-no,https://www.google.com/maps/search/?api=1&query=The%20Wild%20Detectives&query_place_id=ChIJlwD2noWZToYRa23BVW_St9E,1658
Tre Stelle Coffee Co.,Tre Stelle Coffee Co.,32.9895336,-96.800859,https://lh3.googleusercontent.com/p/AF1QipNM5S8Xr6hVAkqmdf6DRJtyuoMk9E6rxzIljYgg=w408-h271-k-no,https://www.google.com/maps/search/?api=1&query=Tre%20Stelle%20Coffee%20Co.&query_place_id=ChIJu6s6K-mhToYRk1reSj1XDQA,358
Triumphs Espresso & Whiskey,Triumphs Espresso & Whiskey,32.794223,-96.8310407,https://lh3.googleusercontent.com/p/AF1QipPPiD6qohYrcj6Ln-OFatCOn1W5A2yta04rBZUx=w408-h544-k-no,https://www.google.com/maps/search/?api=1&query=Triumphs%20Espresso%20%26%20Whiskey&query_place_id=ChIJKe__so-ZToYRwKMpa81au8o,406
Tweed Coffee Roasters,Tweed Coffee Roasters,32.8032715,-96.8412131,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqD0xiCC7_1cK4lYuUqrN7Ba3zmqN5w3jt9eQB3LICvH1If5IPdc0JDFaWeXEcm79f_RT14x_aIVwow4JSs68goBXTtFXXOzQpknw=w408-h544-k-no,https://www.google.com/maps/search/?api=1&query=Tweed%20Coffee%20Roasters&query_place_id=ChIJRZIp5lCZToYRPrp03jI7_rg,19
Union,Union,32.8083788,-96.8082855,https://lh3.googleusercontent.com/p/AF1QipMQ019pL6SLkWgaxtr8nLSJfKc020CyycR3PBxY=w408-h305-k-no,https://www.google.com/maps/search/?api=1&query=Union&query_place_id=ChIJA7_tfgmfToYRrwi1YiP-2nU,636
Urban Donut & Coffee,Urban Donut & Coffee,32.8007334,-96.8013347,https://lh3.googleusercontent.com/p/AF1QipN-Xy7YGgBdSQAlIDQcWt3GF7vRe_dBOUBUtkPP=w408-h544-k-no,https://www.google.com/maps/search/?api=1&query=Urban%20Donut%20%26%20Coffee&query_place_id=ChIJ6bPAvC2ZToYRkT1MS6buVfA,353
Vicinity Coffee,Vicinity Coffee,32.7988319,-96.8069422,https://lh3.googleusercontent.com/p/AF1QipMz76ELPZfGqWUXzWXwb08NLTflsOSPgJBHWKGR=w408-h272-k-no,https://www.google.com/maps/search/?api=1&query=Vicinity%20Coffee&query_place_id=ChIJn7FbUQaZToYRwRarpBlJ-HI,19
Village Baking Co. - Oak Lawn,Village Baking Co. - Oak Lawn,32.8099114,-96.8077843,https://lh3.googleusercontent.com/p/AF1QipP0N5olIOUaGMKWdndc66pFg_-vI5ctSfXDUsk=w408-h272-k-no,https://www.google.com/maps/search/?api=1&query=Village%20Baking%20Co.%20-%20Oak%20Lawn&query_place_id=ChIJyeR71iqfToYReX-i6Qgiw08,184
Watermark Coffee,Watermark Coffee,32.9226591,-96.7776535,https://lh3.googleusercontent.com/gps-cs-s/AC9h4np7Bx_m8_0Q_3hmrvwYZQ4gCpNAzjl2bCdUfe-2YjfpyRbheEe2je5URzOQDncb2bm_AxoW8tBElp2ANAsxbE_dsOU83Vaybw9tyLLreqagGbh9F3vmG2XwFR4LsG02wGjIJH31=w408-h544-k-no,https://www.google.com/maps/search/?api=1&query=Watermark%20Coffee&query_place_id=ChIJETB8j0MgTIYRms5za1aQhwU,282
Wayward Coffee Co,Wayward Coffee Co,32.7948399,-96.8294383,https://lh3.googleusercontent.com/p/AF1QipPX6CI61g2mCPJl8Juhd2m4LVZ0gZv0UCAhxtoE=w408-h612-k-no,https://www.google.com/maps/search/?api=1&query=Wayward%20Coffee%20Co&query_place_id=ChIJXzuaIneZToYRPhzUg4oksRM,250
Well Grounded Coffee Community at White Rock,Well Grounded Coffee Community at White Rock,32.8307491,-96.7064482,https://lh3.googleusercontent.com/p/AF1QipMjqPPBKpGwbOizGPjACvNEyRGT6_-qzNZ7jAL1=w482-h240-k-no,https://www.google.com/maps/search/?api=1&query=Well%20Grounded%20Coffee%20Community%20at%20White%20Rock&query_place_id=ChIJBz5HK_KhToYRkMbEJWCxDJw,283
Westside Coffee,Westside Coffee,32.8296645,-96.8198213,https://lh3.googleusercontent.com/p/AF1QipPtO5S_hMJaR2iqAkFFHfzvJtJ_v_LPsxTnKSWp=w408-h306-k-no,https://www.google.com/maps/search/?api=1&query=Westside%20Coffee&query_place_id=ChIJAynnWA-fToYRkV19ZSZ097c,63
WFM Coffee Bar,WFM Coffee Bar,32.8205308,-96.8144247,https://lh3.googleusercontent.com/p/AF1QipNYaRwKguAzJ-6KgVl5TgdAFSKO4r37MgMx73st=w426-h240-k-no,https://www.google.com/maps/search/?api=1&query=WFM%20Coffee%20Bar&query_place_id=ChIJ61buMr-eToYRLm03Z920Yl0,15
White Rhino Coffee,White Rhino Coffee,32.7970162,-96.7969902,https://lh3.googleusercontent.com/p/AF1QipMIX4Y3kUepaXNX_GXl4xeAtqdFSIbCZu1RbXfP=w408-h510-k-no,https://www.google.com/maps/search/?api=1&query=White%20Rhino%20Coffee&query_place_id=ChIJD5r20aiZToYRi55pTa3HgC0,476
White Rock Coffee,White Rock Coffee,32.8646048,-96.7123226,https://lh3.googleusercontent.com/p/AF1QipNjnjoYs6i-JP2sO8CEQi4Yaz1JV-3GguFcKcE_=w408-h306-k-no,https://www.google.com/maps/search/?api=1&query=White%20Rock%20Coffee&query_place_id=ChIJG1hqrFCgToYRIqdFUfCkgbM,1763
Window Seat Coffee,Window Seat Coffee,32.8256516,-96.7698799,https://lh3.googleusercontent.com/p/AF1QipNFWP_oj05DfCnWv7hVT7E0_HK28xDYn58Iluyk=w408-h408-k-no,https://www.google.com/maps/search/?api=1&query=Window%20Seat%20Coffee&query_place_id=ChIJrzzhM1ufToYRuFSYMEDyfMA,171
Yiayia's Coffeehouse,Yiayia's Coffeehouse,33.1545368,-96.8304151,https://lh3.googleusercontent.com/p/AF1QipM04P45QkMbEae9olX1ARrYXSRmk6nKnvX71kbf=w408-h408-k-no,https://www.google.com/maps/search/?api=1&query=Yiayia's%20Coffeehouse&query_place_id=ChIJ3-eq-c09TIYR0JAYQmSa1VA,46
,,,,,,
,,,,,,
,,,,,,
,,,,,,